Domain1	Domain2	Source
PF00712	PF02767	DOMINE
PF00712	PF02768	DOMINE
PF00712	PF03120	DOMINE
PF00712	PF03796	DOMINE
PF00714	PF07140	DOMINE
PF00717	PF00717	DOMINE
PF00717	PF01381	DOMINE
PF00719	PF00719	DOMINE
PF00719	PF01008	DOMINE
PF00723	PF00723	DOMINE
PF00724	PF03587	DOMINE
PF00725	PF00725	DOMINE
PF00725	PF02737	DOMINE
PF00725	PF03405	DOMINE
PF00728	PF02838	DOMINE
PF00728	PF03174	DOMINE
PF00730	PF00730	DOMINE
PF00731	PF00731	DOMINE
PF00731	PF01008	DOMINE
PF00731	PF01259	DOMINE
PF00731	PF01648	DOMINE
PF00731	PF02222	DOMINE
PF00731	PF02291	DOMINE
PF00731	PF02978	DOMINE
PF00731	PF03952	DOMINE
PF00732	PF05199	DOMINE
PF00733	PF00733	DOMINE
PF00733	PF02127	DOMINE
PF00733	PF03590	DOMINE
PF00734	PF00840	DOMINE
PF00734	PF02015	DOMINE
PF00735	PF00735	DOMINE
PF00735	PF00838	DOMINE
PF00735	PF01926	DOMINE
PF00735	PF02436	DOMINE
PF00735	PF02774	DOMINE
PF00735	PF03950	DOMINE
PF00735	PF08282	DOMINE
PF00736	PF00736	DOMINE
PF00736	PF00889	DOMINE
PF00742	PF00742	DOMINE
PF00742	PF01202	DOMINE
PF00742	PF01842	DOMINE
PF00742	PF02774	DOMINE
PF00742	PF03447	DOMINE
PF00748	PF00748	DOMINE
PF00749	PF00749	DOMINE
PF00749	PF02637	DOMINE
PF00749	PF03129	DOMINE
PF00749	PF03950	DOMINE
PF00750	PF00750	DOMINE
PF00750	PF03485	DOMINE
PF00750	PF05746	DOMINE
PF00751	PF03940	DOMINE
PF00751	PF04668	DOMINE
PF00752	PF00867	DOMINE
PF00752	PF02732	DOMINE
PF00752	PF02747	DOMINE
PF00753	PF01036	DOMINE
PF00753	PF07521	DOMINE
PF00754	PF00754	DOMINE
PF00755	PF00755	DOMINE
PF00755	PF01215	DOMINE
PF00755	PF01992	DOMINE
PF00755	PF04614	DOMINE
PF00756	PF00923	DOMINE
PF00756	PF01036	DOMINE
PF00756	PF03232	DOMINE
PF00757	PF00757	DOMINE
PF00757	PF01030	DOMINE
PF00757	PF02816	DOMINE
PF00757	PF07714	DOMINE
PF00759	PF00942	DOMINE
PF00759	PF02011	DOMINE
PF00759	PF02927	DOMINE
PF00762	PF00762	DOMINE
PF00762	PF01876	DOMINE
PF00762	PF02602	DOMINE
PF00762	PF05191	DOMINE
PF00762	PF08321	DOMINE
PF00763	PF00763	DOMINE
PF00763	PF00809	DOMINE
PF00763	PF01288	DOMINE
PF00763	PF02882	DOMINE
PF00764	PF00764	DOMINE
PF00764	PF01749	DOMINE
PF00764	PF02787	DOMINE
PF00771	PF00813	DOMINE
PF00771	PF01312	DOMINE
PF00771	PF01313	DOMINE
PF00772	PF01807	DOMINE
PF00772	PF02767	DOMINE
PF00772	PF02768	DOMINE
PF00772	PF03120	DOMINE
PF00772	PF03796	DOMINE
PF00773	PF01138	DOMINE
PF00775	PF04444	DOMINE
PF00778	PF02377	DOMINE
PF00779	PF00779	DOMINE
PF00785	PF00785	DOMINE
PF00785	PF00989	DOMINE
PF00785	PF01590	DOMINE
PF00785	PF01627	DOMINE
PF00785	PF02518	DOMINE
PF00786	PF00786	DOMINE
PF00786	PF00788	DOMINE
PF00786	PF03663	DOMINE
PF00787	PF01793	DOMINE
PF00787	PF03878	DOMINE
PF00787	PF05739	DOMINE
PF00788	PF00788	DOMINE
PF00788	PF05182	DOMINE
PF00790	PF00790	DOMINE
PF00790	PF01363	DOMINE
PF00790	PF02809	DOMINE
PF00790	PF02883	DOMINE
PF00792	PF00794	DOMINE
PF00793	PF00793	DOMINE
PF00793	PF00890	DOMINE
PF00793	PF01193	DOMINE
PF00795	PF00795	DOMINE
PF00795	PF00957	DOMINE
PF00795	PF01025	DOMINE
PF00795	PF01991	DOMINE
PF00795	PF02540	DOMINE
PF00804	PF00957	DOMINE
PF00804	PF00995	DOMINE
PF00804	PF04810	DOMINE
PF00804	PF04811	DOMINE
PF00804	PF05739	DOMINE
PF00806	PF00806	DOMINE
PF00808	PF00808	DOMINE
PF00808	PF02045	DOMINE
PF00809	PF00809	DOMINE
PF00809	PF01288	DOMINE
PF00809	PF02310	DOMINE
PF00809	PF02574	DOMINE
PF00809	PF02607	DOMINE
PF00809	PF02882	DOMINE
PF00809	PF02965	DOMINE
PF00810	PF01598	DOMINE
PF00812	PF01404	DOMINE
PF00813	PF01312	DOMINE
PF00813	PF01313	DOMINE
PF00815	PF00815	DOMINE
PF00815	PF00977	DOMINE
PF00815	PF01502	DOMINE
PF00815	PF01503	DOMINE
PF00815	PF01634	DOMINE
PF00816	PF01340	DOMINE
PF00816	PF01371	DOMINE
PF00825	PF00825	DOMINE
PF00825	PF01416	DOMINE
PF00825	PF01746	DOMINE
PF00827	PF00832	DOMINE
PF00827	PF00935	DOMINE
PF00827	PF01015	DOMINE
PF00827	PF01090	DOMINE
PF00827	PF01092	DOMINE
PF00827	PF01157	DOMINE
PF00827	PF01198	DOMINE
PF00827	PF01200	DOMINE
PF00827	PF01246	DOMINE
PF00827	PF01247	DOMINE
PF00827	PF01280	DOMINE
PF00827	PF01282	DOMINE
PF00827	PF01294	DOMINE
PF00827	PF01599	DOMINE
PF00827	PF01655	DOMINE
PF00827	PF01667	DOMINE
PF00827	PF01780	DOMINE
PF00827	PF01907	DOMINE
PF00827	PF01912	DOMINE
PF00827	PF01981	DOMINE
PF00829	PF00830	DOMINE
PF00829	PF00886	DOMINE
PF00829	PF01016	DOMINE
PF00829	PF01084	DOMINE
PF00829	PF01195	DOMINE
PF00829	PF01196	DOMINE
PF00829	PF01245	DOMINE
PF00829	PF01250	DOMINE
PF00829	PF01327	DOMINE
PF00829	PF01632	DOMINE
PF00829	PF01649	DOMINE
PF00829	PF01668	DOMINE
PF00829	PF01765	DOMINE
PF00829	PF02912	DOMINE
PF00830	PF00886	DOMINE
PF00830	PF01016	DOMINE
PF00830	PF01084	DOMINE
PF00830	PF01195	DOMINE
PF00830	PF01196	DOMINE
PF00830	PF01245	DOMINE
PF00830	PF01250	DOMINE
PF00830	PF01305	DOMINE
PF00830	PF01327	DOMINE
PF00830	PF01632	DOMINE
PF00830	PF01765	DOMINE
PF00832	PF00935	DOMINE
PF00832	PF01015	DOMINE
PF00832	PF01090	DOMINE
PF00832	PF01092	DOMINE
PF00832	PF01157	DOMINE
PF00832	PF01198	DOMINE
PF00832	PF01200	DOMINE
PF00832	PF01246	DOMINE
PF00832	PF01280	DOMINE
PF00832	PF01282	DOMINE
PF00832	PF01599	DOMINE
PF00832	PF01655	DOMINE
PF00832	PF01667	DOMINE
PF00832	PF01780	DOMINE
PF00832	PF01907	DOMINE
PF00832	PF01981	DOMINE
PF00833	PF01092	DOMINE
PF00833	PF01251	DOMINE
PF00833	PF01283	DOMINE
PF00835	PF00957	DOMINE
PF00835	PF05739	DOMINE
PF00838	PF02037	DOMINE
PF00842	PF00842	DOMINE
PF00842	PF01168	DOMINE
PF00847	PF02362	DOMINE
PF00849	PF01479	DOMINE
PF00850	PF00850	DOMINE
PF00850	PF01028	DOMINE
PF00850	PF01214	DOMINE
PF00850	PF02212	DOMINE
PF00850	PF02919	DOMINE
PF00856	PF00856	DOMINE
PF00856	PF05033	DOMINE
PF00857	PF00857	DOMINE
PF00867	PF01992	DOMINE
PF00867	PF02747	DOMINE
PF00868	PF00868	DOMINE
PF00868	PF00927	DOMINE
PF00868	PF01841	DOMINE
PF00869	PF00949	DOMINE
PF00869	PF00972	DOMINE
PF00869	PF01728	DOMINE
PF00869	PF02832	DOMINE
PF00871	PF00871	DOMINE
PF00871	PF01326	DOMINE
PF00871	PF02896	DOMINE
PF00874	PF00874	DOMINE
PF00874	PF03123	DOMINE
PF00875	PF03441	DOMINE
PF00878	PF00878	DOMINE
PF00881	PF00881	DOMINE
PF00883	PF00883	DOMINE
PF00883	PF02789	DOMINE
PF00885	PF00885	DOMINE
PF00885	PF00926	DOMINE
PF00885	PF01687	DOMINE
PF00885	PF01872	DOMINE
PF00885	PF02574	DOMINE
PF00885	PF06574	DOMINE
PF00886	PF01016	DOMINE
PF00886	PF01084	DOMINE
PF00886	PF01195	DOMINE
PF00886	PF01196	DOMINE
PF00886	PF01245	DOMINE
PF00886	PF01250	DOMINE
PF00886	PF01327	DOMINE
PF00886	PF01412	DOMINE
PF00886	PF01632	DOMINE
PF00886	PF01649	DOMINE
PF00886	PF01668	DOMINE
PF00886	PF01765	DOMINE
PF00886	PF03719	DOMINE
PF00886	PF09243	DOMINE
PF00887	PF00887	DOMINE
PF00888	PF00888	DOMINE
PF00888	PF01111	DOMINE
PF00888	PF01466	DOMINE
PF00889	PF00889	DOMINE
PF00889	PF01132	DOMINE
PF00890	PF00890	DOMINE
PF00890	PF02910	DOMINE
PF00893	PF00893	DOMINE
PF00899	PF00899	DOMINE
PF00899	PF02134	DOMINE
PF00899	PF05237	DOMINE
PF00903	PF00903	DOMINE
PF00905	PF00905	DOMINE
PF00905	PF00912	DOMINE
PF00905	PF03717	DOMINE
PF00905	PF03793	DOMINE
PF00905	PF05223	DOMINE
PF00908	PF00908	DOMINE
PF00908	PF02348	DOMINE
PF00908	PF02350	DOMINE
PF00908	PF03275	DOMINE
PF00909	PF00909	DOMINE
PF00912	PF02873	DOMINE
PF00913	PF00913	DOMINE
PF00917	PF00917	DOMINE
PF00923	PF00923	DOMINE
PF00923	PF01262	DOMINE
PF00924	PF05552	DOMINE
PF00925	PF00926	DOMINE
PF00926	PF00926	DOMINE
PF00926	PF01687	DOMINE
PF00926	PF01749	DOMINE
PF00926	PF01872	DOMINE
PF00926	PF06574	DOMINE
PF00927	PF00927	DOMINE
PF00927	PF01841	DOMINE
PF00928	PF00928	DOMINE
PF00928	PF01137	DOMINE
PF00928	PF01217	DOMINE
PF00928	PF01263	DOMINE
PF00928	PF01388	DOMINE
PF00928	PF01602	DOMINE
PF00928	PF01749	DOMINE
PF00928	PF01912	DOMINE
PF00928	PF02779	DOMINE
PF00928	PF02780	DOMINE
PF00928	PF02883	DOMINE
PF00928	PF03332	DOMINE
PF00929	PF00929	DOMINE
PF00929	PF04110	DOMINE
PF00933	PF01915	DOMINE
PF00935	PF01015	DOMINE
PF00935	PF01090	DOMINE
PF00935	PF01092	DOMINE
PF00935	PF01157	DOMINE
PF00935	PF01198	DOMINE
PF00935	PF01200	DOMINE
PF00935	PF01246	DOMINE
PF00935	PF01280	DOMINE
PF00935	PF01282	DOMINE
PF00935	PF01599	DOMINE
PF00935	PF01655	DOMINE
PF00935	PF01667	DOMINE
PF00935	PF01780	DOMINE
PF00935	PF01907	DOMINE
PF00935	PF01981	DOMINE
PF00941	PF01315	DOMINE
PF00941	PF01799	DOMINE
PF00941	PF02738	DOMINE
PF00941	PF03450	DOMINE
PF00942	PF00942	DOMINE
PF00942	PF02011	DOMINE
PF00944	PF01589	DOMINE
PF00947	PF02226	DOMINE
PF00949	PF00972	DOMINE
PF00949	PF01728	DOMINE
PF00949	PF02832	DOMINE
PF00957	PF00957	DOMINE
PF00957	PF00995	DOMINE
PF00957	PF01412	DOMINE
PF00957	PF01602	DOMINE
PF00957	PF01781	DOMINE
PF00957	PF02071	DOMINE
PF00957	PF02991	DOMINE
PF00957	PF04136	DOMINE
PF00957	PF05008	DOMINE
PF00957	PF05739	DOMINE
PF00958	PF03054	DOMINE
PF00959	PF00959	DOMINE
PF00959	PF01183	DOMINE
PF00959	PF01476	DOMINE
PF00959	PF01510	DOMINE
PF00961	PF00961	DOMINE
PF00962	PF00962	DOMINE
PF00963	PF00963	DOMINE
PF00963	PF01373	DOMINE
PF00963	PF01670	DOMINE
PF00969	PF00993	DOMINE
PF00970	PF02297	DOMINE
PF00970	PF03404	DOMINE
PF00970	PF08271	DOMINE
PF00972	PF01728	DOMINE
PF00972	PF02832	DOMINE
PF00973	PF01806	DOMINE
PF00975	PF00975	DOMINE
PF00975	PF02801	DOMINE
PF00977	PF00977	DOMINE
PF00977	PF01502	DOMINE
PF00977	PF01634	DOMINE
PF00979	PF00979	DOMINE
PF00982	PF00982	DOMINE
PF00982	PF01423	DOMINE
PF00982	PF02358	DOMINE
PF00982	PF03951	DOMINE
PF00984	PF03720	DOMINE
PF00984	PF03721	DOMINE
PF00988	PF01214	DOMINE
PF00988	PF02142	DOMINE
PF00988	PF02786	DOMINE
PF00988	PF02787	DOMINE
PF00989	PF00989	DOMINE
PF00989	PF01590	DOMINE
PF00989	PF01627	DOMINE
PF00989	PF02518	DOMINE
PF00989	PF02954	DOMINE
PF00992	PF04942	DOMINE
PF00994	PF00994	DOMINE
PF00994	PF01967	DOMINE
PF00994	PF02391	DOMINE
PF00994	PF03205	DOMINE
PF00994	PF03453	DOMINE
PF00994	PF03454	DOMINE
PF00995	PF00995	DOMINE
PF00995	PF02071	DOMINE
PF00995	PF05739	DOMINE
PF00996	PF00996	DOMINE
PF00996	PF01412	DOMINE
PF00996	PF07647	DOMINE
PF00998	PF00998	DOMINE
PF00998	PF01006	DOMINE
PF00998	PF02907	DOMINE
PF00999	PF04004	DOMINE
PF01000	PF01191	DOMINE
PF01000	PF01193	DOMINE
PF01000	PF02785	DOMINE
PF01000	PF03118	DOMINE
PF01000	PF03604	DOMINE
PF01000	PF03870	DOMINE
PF01000	PF03871	DOMINE
PF01000	PF03876	DOMINE
PF01000	PF04560	DOMINE
PF01000	PF04561	DOMINE
PF01000	PF04563	DOMINE
PF01000	PF04565	DOMINE
PF01000	PF04566	DOMINE
PF01000	PF04567	DOMINE
PF01000	PF04983	DOMINE
PF01000	PF04997	DOMINE
PF01000	PF04998	DOMINE
PF01000	PF05000	DOMINE
PF01006	PF02907	DOMINE
PF01007	PF01007	DOMINE
PF01007	PF02080	DOMINE
PF01007	PF02214	DOMINE
PF01007	PF02254	DOMINE
PF01008	PF01008	DOMINE
PF01008	PF01329	DOMINE
PF01008	PF01409	DOMINE
PF01008	PF01423	DOMINE
PF01008	PF01813	DOMINE
PF01008	PF01873	DOMINE
PF01008	PF02548	DOMINE
PF01008	PF02551	DOMINE
PF01008	PF02782	DOMINE
PF01008	PF03029	DOMINE
PF01008	PF03144	DOMINE
PF01008	PF03398	DOMINE
PF01008	PF04129	DOMINE
PF01008	PF04446	DOMINE
PF01008	PF07541	DOMINE
PF01011	PF01011	DOMINE
PF01015	PF01090	DOMINE
PF01015	PF01092	DOMINE
PF01015	PF01157	DOMINE
PF01015	PF01198	DOMINE
PF01015	PF01200	DOMINE
PF01015	PF01246	DOMINE
PF01015	PF01280	DOMINE
PF01015	PF01282	DOMINE
PF01015	PF01283	DOMINE
PF01015	PF01599	DOMINE
PF01015	PF01655	DOMINE
PF01015	PF01667	DOMINE
PF01015	PF01780	DOMINE
PF01015	PF01907	DOMINE
PF01015	PF01981	DOMINE
PF01016	PF01084	DOMINE
PF01016	PF01195	DOMINE
PF01016	PF01196	DOMINE
PF01016	PF01245	DOMINE
PF01016	PF01250	DOMINE
PF01016	PF01305	DOMINE
PF01016	PF01327	DOMINE
PF01016	PF01632	DOMINE
PF01016	PF01649	DOMINE
PF01016	PF01668	DOMINE
PF01016	PF01765	DOMINE
PF01017	PF02864	DOMINE
PF01018	PF06071	DOMINE
PF01023	PF01023	DOMINE
PF01025	PF01025	DOMINE
PF01025	PF01556	DOMINE
PF01028	PF01028	DOMINE
PF01028	PF01131	DOMINE
PF01028	PF02919	DOMINE
PF01029	PF01555	DOMINE
PF01030	PF01030	DOMINE
PF01032	PF01032	DOMINE
PF01033	PF01033	DOMINE
PF01035	PF02805	DOMINE
PF01035	PF02870	DOMINE
PF01036	PF01036	DOMINE
PF01036	PF02932	DOMINE
PF01037	PF01037	DOMINE
PF01039	PF02785	DOMINE
PF01039	PF02786	DOMINE
PF01042	PF01042	DOMINE
PF01042	PF01749	DOMINE
PF01043	PF02810	DOMINE
PF01043	PF07516	DOMINE
PF01043	PF07517	DOMINE
PF01044	PF01044	DOMINE
PF01047	PF01047	DOMINE
PF01048	PF01048	DOMINE
PF01049	PF01049	DOMINE
PF01051	PF01051	DOMINE
PF01052	PF02154	DOMINE
PF01053	PF01053	DOMINE
PF01053	PF01255	DOMINE
PF01053	PF01749	DOMINE
PF01056	PF02344	DOMINE
PF01058	PF01058	DOMINE
PF01063	PF01063	DOMINE
PF01063	PF05032	DOMINE
PF01064	PF01064	DOMINE
PF01064	PF03166	DOMINE
PF01065	PF03678	DOMINE
PF01066	PF01598	DOMINE
PF01066	PF02353	DOMINE
PF01066	PF07731	DOMINE
PF01068	PF02779	DOMINE
PF01071	PF02769	DOMINE
PF01077	PF01077	DOMINE
PF01077	PF03460	DOMINE
PF01079	PF01079	DOMINE
PF01079	PF01085	DOMINE
PF01079	PF06384	DOMINE
PF01079	PF06766	DOMINE
PF01081	PF01081	DOMINE
PF01082	PF03712	DOMINE
PF01084	PF01195	DOMINE
PF01084	PF01196	DOMINE
PF01084	PF01245	DOMINE
PF01084	PF01250	DOMINE
PF01084	PF01327	DOMINE
PF01084	PF01632	DOMINE
PF01084	PF01649	DOMINE
PF01084	PF01668	DOMINE
PF01084	PF01765	DOMINE
PF01085	PF01085	DOMINE
PF01085	PF06384	DOMINE
PF01086	PF07651	DOMINE
PF01087	PF01087	DOMINE
PF01087	PF01263	DOMINE
PF01087	PF02744	DOMINE
PF01087	PF04053	DOMINE
PF01088	PF01088	DOMINE
PF01090	PF01092	DOMINE
PF01090	PF01157	DOMINE
PF01090	PF01198	DOMINE
PF01090	PF01200	DOMINE
PF01090	PF01246	DOMINE
PF01090	PF01280	DOMINE
PF01090	PF01282	DOMINE
PF01090	PF01599	DOMINE
PF01090	PF01655	DOMINE
PF01090	PF01667	DOMINE
PF01090	PF01780	DOMINE
PF01090	PF01907	DOMINE
PF01090	PF01981	DOMINE
PF01092	PF01157	DOMINE
PF01092	PF01198	DOMINE
PF01092	PF01200	DOMINE
PF01092	PF01246	DOMINE
PF01092	PF01280	DOMINE
PF01092	PF01282	DOMINE
PF01092	PF01423	DOMINE
PF01092	PF01599	DOMINE
PF01092	PF01655	DOMINE
PF01092	PF01667	DOMINE
PF01092	PF01780	DOMINE
PF01092	PF01907	DOMINE
PF01092	PF01981	DOMINE
PF01094	PF01094	DOMINE
PF01095	PF01095	DOMINE
PF01095	PF04043	DOMINE
PF01096	PF01121	DOMINE
PF01096	PF01191	DOMINE
PF01096	PF01193	DOMINE
PF01096	PF01194	DOMINE
PF01096	PF01423	DOMINE
PF01096	PF02071	DOMINE
PF01096	PF02150	DOMINE
PF01096	PF02580	DOMINE
PF01096	PF03870	DOMINE
PF01096	PF04563	DOMINE
PF01096	PF04997	DOMINE
PF01105	PF01105	DOMINE
PF01106	PF01592	DOMINE
PF01108	PF01108	DOMINE
PF01110	PF01110	DOMINE
PF01111	PF01111	DOMINE
PF01111	PF02984	DOMINE
PF01112	PF01112	DOMINE
PF01113	PF01113	DOMINE
PF01113	PF01678	DOMINE
PF01113	PF05173	DOMINE
PF01114	PF01114	DOMINE
PF01114	PF02740	DOMINE
PF01115	PF01115	DOMINE
PF01115	PF01267	DOMINE
PF01115	PF03226	DOMINE
PF01115	PF04153	DOMINE
PF01115	PF04511	DOMINE
PF01115	PF05348	DOMINE
PF01115	PF05739	DOMINE
PF01116	PF01116	DOMINE
PF01116	PF04997	DOMINE
PF01118	PF02774	DOMINE
PF01119	PF01119	DOMINE
PF01119	PF01624	DOMINE
PF01119	PF02518	DOMINE
PF01121	PF02150	DOMINE
PF01123	PF02876	DOMINE
PF01126	PF01126	DOMINE
PF01127	PF02150	DOMINE
PF01128	PF01128	DOMINE
PF01128	PF02542	DOMINE
PF01128	PF02670	DOMINE
PF01129	PF01129	DOMINE
PF01129	PF02877	DOMINE
PF01131	PF01131	DOMINE
PF01131	PF01396	DOMINE
PF01131	PF01751	DOMINE
PF01131	PF02919	DOMINE
PF01133	PF01133	DOMINE
PF01134	PF01715	DOMINE
PF01134	PF01926	DOMINE
PF01134	PF03054	DOMINE
PF01134	PF05193	DOMINE
PF01137	PF05189	DOMINE
PF01137	PF05291	DOMINE
PF01137	PF07934	DOMINE
PF01138	PF01138	DOMINE
PF01138	PF01423	DOMINE
PF01138	PF01612	DOMINE
PF01138	PF01749	DOMINE
PF01138	PF03725	DOMINE
PF01138	PF03726	DOMINE
PF01144	PF01144	DOMINE
PF01149	PF06827	DOMINE
PF01149	PF06831	DOMINE
PF01151	PF01151	DOMINE
PF01151	PF01490	DOMINE
PF01151	PF01598	DOMINE
PF01151	PF02714	DOMINE
PF01151	PF03311	DOMINE
PF01151	PF04479	DOMINE
PF01151	PF04987	DOMINE
PF01151	PF06432	DOMINE
PF01151	PF07690	DOMINE
PF01151	PF07731	DOMINE
PF01151	PF07732	DOMINE
PF01152	PF01152	DOMINE
PF01154	PF05327	DOMINE
PF01156	PF01156	DOMINE
PF01156	PF01205	DOMINE
PF01157	PF01198	DOMINE
PF01157	PF01200	DOMINE
PF01157	PF01246	DOMINE
PF01157	PF01280	DOMINE
PF01157	PF01282	DOMINE
PF01157	PF01599	DOMINE
PF01157	PF01655	DOMINE
PF01157	PF01667	DOMINE
PF01157	PF01780	DOMINE
PF01157	PF01907	DOMINE
PF01157	PF01981	DOMINE
PF01158	PF01423	DOMINE
PF01158	PF03114	DOMINE
PF01158	PF03947	DOMINE
PF01159	PF03947	DOMINE
PF01161	PF01579	DOMINE
PF01168	PF02403	DOMINE
PF01169	PF04053	DOMINE
PF01174	PF01680	DOMINE
PF01176	PF01873	DOMINE
PF01179	PF02727	DOMINE
PF01179	PF02728	DOMINE
PF01180	PF01180	DOMINE
PF01180	PF01948	DOMINE
PF01180	PF02748	DOMINE
PF01183	PF01183	DOMINE
PF01183	PF01510	DOMINE
PF01188	PF02746	DOMINE
PF01191	PF01193	DOMINE
PF01191	PF01194	DOMINE
PF01191	PF01920	DOMINE
PF01191	PF02150	DOMINE
PF01191	PF03870	DOMINE
PF01191	PF03871	DOMINE
PF01191	PF03876	DOMINE
PF01191	PF04560	DOMINE
PF01191	PF04983	DOMINE
PF01191	PF04997	DOMINE
PF01191	PF04998	DOMINE
PF01191	PF05000	DOMINE
PF01191	PF05158	DOMINE
PF01191	PF06870	DOMINE
PF01192	PF01192	DOMINE
PF01192	PF01194	DOMINE
PF01192	PF04997	DOMINE
PF01193	PF01193	DOMINE
PF01193	PF01194	DOMINE
PF01193	PF02150	DOMINE
PF01193	PF02463	DOMINE
PF01193	PF02786	DOMINE
PF01193	PF02866	DOMINE
PF01193	PF03118	DOMINE
PF01193	PF03604	DOMINE
PF01193	PF03870	DOMINE
PF01193	PF03871	DOMINE
PF01193	PF03874	DOMINE
PF01193	PF03876	DOMINE
PF01193	PF03950	DOMINE
PF01193	PF04560	DOMINE
PF01193	PF04561	DOMINE
PF01193	PF04563	DOMINE
PF01193	PF04565	DOMINE
PF01193	PF04566	DOMINE
PF01193	PF04567	DOMINE
PF01193	PF04983	DOMINE
PF01193	PF04990	DOMINE
PF01193	PF04992	DOMINE
PF01193	PF04997	DOMINE
PF01193	PF04998	DOMINE
PF01193	PF05000	DOMINE
PF01193	PF05158	DOMINE
PF01193	PF06870	DOMINE
PF01193	PF08264	DOMINE
PF01193	PF08292	DOMINE
PF01194	PF02150	DOMINE
PF01194	PF03876	DOMINE
PF01194	PF04561	DOMINE
PF01194	PF04563	DOMINE
PF01194	PF04567	DOMINE
PF01194	PF04997	DOMINE
PF01195	PF01196	DOMINE
PF01195	PF01245	DOMINE
PF01195	PF01250	DOMINE
PF01195	PF01327	DOMINE
PF01195	PF01632	DOMINE
PF01195	PF01649	DOMINE
PF01195	PF01668	DOMINE
PF01195	PF01765	DOMINE
PF01196	PF01245	DOMINE
PF01196	PF01250	DOMINE
PF01196	PF01327	DOMINE
PF01196	PF01632	DOMINE
PF01196	PF01649	DOMINE
PF01196	PF01668	DOMINE
PF01196	PF01765	DOMINE
PF01198	PF01200	DOMINE
PF01198	PF01246	DOMINE
PF01198	PF01247	DOMINE
PF01198	PF01280	DOMINE
PF01198	PF01282	DOMINE
PF01198	PF01599	DOMINE
PF01198	PF01655	DOMINE
PF01198	PF01667	DOMINE
PF01198	PF01780	DOMINE
PF01198	PF01907	DOMINE
PF01198	PF01981	DOMINE
PF01200	PF01200	DOMINE
PF01200	PF01246	DOMINE
PF01200	PF01249	DOMINE
PF01200	PF01251	DOMINE
PF01200	PF01280	DOMINE
PF01200	PF01423	DOMINE
PF01200	PF01599	DOMINE
PF01200	PF01655	DOMINE
PF01200	PF01667	DOMINE
PF01200	PF01780	DOMINE
PF01200	PF01907	DOMINE
PF01200	PF01981	DOMINE
PF01201	PF01532	DOMINE
PF01201	PF01912	DOMINE
PF01201	PF01926	DOMINE
PF01201	PF04427	DOMINE
PF01201	PF08153	DOMINE
PF01202	PF01202	DOMINE
PF01202	PF02774	DOMINE
PF01207	PF01715	DOMINE
PF01207	PF02873	DOMINE
PF01207	PF03147	DOMINE
PF01210	PF01210	DOMINE
PF01210	PF02732	DOMINE
PF01212	PF01749	DOMINE
PF01214	PF01214	DOMINE
PF01214	PF01399	DOMINE
PF01214	PF01423	DOMINE
PF01214	PF02146	DOMINE
PF01214	PF02441	DOMINE
PF01214	PF03813	DOMINE
PF01214	PF04684	DOMINE
PF01214	PF05669	DOMINE
PF01214	PF06068	DOMINE
PF01214	PF06732	DOMINE
PF01217	PF01217	DOMINE
PF01217	PF01602	DOMINE
PF01217	PF01912	DOMINE
PF01217	PF02780	DOMINE
PF01217	PF02883	DOMINE
PF01217	PF04053	DOMINE
PF01218	PF01749	DOMINE
PF01220	PF01220	DOMINE
PF01220	PF01264	DOMINE
PF01220	PF01487	DOMINE
PF01220	PF01761	DOMINE
PF01220	PF01817	DOMINE
PF01221	PF01221	DOMINE
PF01221	PF01391	DOMINE
PF01221	PF01484	DOMINE
PF01222	PF01393	DOMINE
PF01225	PF02875	DOMINE
PF01225	PF02911	DOMINE
PF01227	PF01227	DOMINE
PF01228	PF02901	DOMINE
PF01228	PF03477	DOMINE
PF01230	PF01992	DOMINE
PF01233	PF01233	DOMINE
PF01233	PF02799	DOMINE
PF01239	PF01239	DOMINE
PF01242	PF01242	DOMINE
PF01245	PF01250	DOMINE
PF01245	PF01327	DOMINE
PF01245	PF01632	DOMINE
PF01245	PF01649	DOMINE
PF01245	PF01668	DOMINE
PF01245	PF01765	DOMINE
PF01245	PF02912	DOMINE
PF01246	PF01247	DOMINE
PF01246	PF01280	DOMINE
PF01246	PF01282	DOMINE
PF01246	PF01599	DOMINE
PF01246	PF01655	DOMINE
PF01246	PF01667	DOMINE
PF01246	PF01777	DOMINE
PF01246	PF01780	DOMINE
PF01246	PF01907	DOMINE
PF01246	PF01929	DOMINE
PF01246	PF01981	DOMINE
PF01247	PF03947	DOMINE
PF01248	PF01269	DOMINE
PF01248	PF01423	DOMINE
PF01248	PF01509	DOMINE
PF01248	PF01532	DOMINE
PF01248	PF02598	DOMINE
PF01248	PF04410	DOMINE
PF01248	PF05492	DOMINE
PF01250	PF01327	DOMINE
PF01250	PF01632	DOMINE
PF01250	PF01649	DOMINE
PF01250	PF01668	DOMINE
PF01250	PF01765	DOMINE
PF01251	PF01423	DOMINE
PF01251	PF01545	DOMINE
PF01251	PF08271	DOMINE
PF01253	PF01399	DOMINE
PF01253	PF01472	DOMINE
PF01253	PF01873	DOMINE
PF01253	PF02020	DOMINE
PF01253	PF02776	DOMINE
PF01253	PF02854	DOMINE
PF01253	PF05291	DOMINE
PF01253	PF07992	DOMINE
PF01253	PF08264	DOMINE
PF01259	PF01259	DOMINE
PF01259	PF01808	DOMINE
PF01262	PF02233	DOMINE
PF01262	PF05222	DOMINE
