Domain1	Domain2	Source
PF01263	PF01263	DOMINE
PF01263	PF02744	DOMINE
PF01264	PF01264	DOMINE
PF01264	PF01487	DOMINE
PF01264	PF01761	DOMINE
PF01264	PF01817	DOMINE
PF01266	PF01571	DOMINE
PF01267	PF01267	DOMINE
PF01269	PF01269	DOMINE
PF01269	PF01331	DOMINE
PF01269	PF01798	DOMINE
PF01269	PF01912	DOMINE
PF01269	PF02005	DOMINE
PF01269	PF03813	DOMINE
PF01269	PF04410	DOMINE
PF01269	PF05291	DOMINE
PF01273	PF02886	DOMINE
PF01276	PF03709	DOMINE
PF01276	PF03711	DOMINE
PF01280	PF01282	DOMINE
PF01280	PF01599	DOMINE
PF01280	PF01655	DOMINE
PF01280	PF01667	DOMINE
PF01280	PF01780	DOMINE
PF01280	PF01907	DOMINE
PF01280	PF01981	DOMINE
PF01282	PF01283	DOMINE
PF01282	PF01599	DOMINE
PF01282	PF01655	DOMINE
PF01282	PF01667	DOMINE
PF01282	PF01780	DOMINE
PF01283	PF01423	DOMINE
PF01283	PF01521	DOMINE
PF01286	PF01336	DOMINE
PF01286	PF03834	DOMINE
PF01287	PF01287	DOMINE
PF01287	PF01652	DOMINE
PF01287	PF01912	DOMINE
PF01288	PF01288	DOMINE
PF01288	PF02882	DOMINE
PF01293	PF01293	DOMINE
PF01293	PF06560	DOMINE
PF01294	PF01423	DOMINE
PF01294	PF01907	DOMINE
PF01294	PF03947	DOMINE
PF01301	PF02837	DOMINE
PF01303	PF01303	DOMINE
PF01306	PF01306	DOMINE
PF01312	PF01313	DOMINE
PF01314	PF02730	DOMINE
PF01315	PF01799	DOMINE
PF01315	PF02738	DOMINE
PF01315	PF03450	DOMINE
PF01316	PF02863	DOMINE
PF01320	PF01320	DOMINE
PF01320	PF03513	DOMINE
PF01321	PF01321	DOMINE
PF01325	PF02742	DOMINE
PF01325	PF04023	DOMINE
PF01326	PF01326	DOMINE
PF01326	PF02896	DOMINE
PF01327	PF01632	DOMINE
PF01327	PF01649	DOMINE
PF01327	PF01668	DOMINE
PF01327	PF01765	DOMINE
PF01327	PF02912	DOMINE
PF01329	PF01329	DOMINE
PF01330	PF07499	DOMINE
PF01331	PF01331	DOMINE
PF01331	PF01423	DOMINE
PF01331	PF02940	DOMINE
PF01331	PF03919	DOMINE
PF01336	PF01336	DOMINE
PF01336	PF01624	DOMINE
PF01336	PF02231	DOMINE
PF01336	PF02259	DOMINE
PF01336	PF02260	DOMINE
PF01336	PF02811	DOMINE
PF01336	PF02938	DOMINE
PF01336	PF04098	DOMINE
PF01336	PF05053	DOMINE
PF01339	PF01739	DOMINE
PF01339	PF03705	DOMINE
PF01340	PF01340	DOMINE
PF01340	PF01371	DOMINE
PF01340	PF02219	DOMINE
PF01342	PF01393	DOMINE
PF01352	PF02023	DOMINE
PF01353	PF01353	DOMINE
PF01360	PF01494	DOMINE
PF01361	PF01361	DOMINE
PF01363	PF01363	DOMINE
PF01363	PF02809	DOMINE
PF01363	PF03134	DOMINE
PF01363	PF03208	DOMINE
PF01364	PF03785	DOMINE
PF01365	PF01365	DOMINE
PF01365	PF02815	DOMINE
PF01367	PF01612	DOMINE
PF01367	PF02739	DOMINE
PF01368	PF02272	DOMINE
PF01368	PF02833	DOMINE
PF01370	PF01370	DOMINE
PF01371	PF01371	DOMINE
PF01373	PF01373	DOMINE
PF01373	PF01670	DOMINE
PF01375	PF01376	DOMINE
PF01375	PF06453	DOMINE
PF01379	PF01379	DOMINE
PF01379	PF02602	DOMINE
PF01379	PF03900	DOMINE
PF01379	PF06969	DOMINE
PF01380	PF01380	DOMINE
PF01380	PF02879	DOMINE
PF01384	PF04113	DOMINE
PF01391	PF02363	DOMINE
PF01391	PF03165	DOMINE
PF01391	PF03166	DOMINE
PF01391	PF06493	DOMINE
PF01393	PF03172	DOMINE
PF01394	PF01394	DOMINE
PF01394	PF07651	DOMINE
PF01397	PF03936	DOMINE
PF01398	PF01399	DOMINE
PF01398	PF01423	DOMINE
PF01399	PF01399	DOMINE
PF01399	PF01423	DOMINE
PF01399	PF01851	DOMINE
PF01399	PF01912	DOMINE
PF01399	PF04110	DOMINE
PF01403	PF01437	DOMINE
PF01403	PF01833	DOMINE
PF01406	PF01406	DOMINE
PF01408	PF02894	DOMINE
PF01409	PF01409	DOMINE
PF01412	PF01412	DOMINE
PF01412	PF01490	DOMINE
PF01412	PF01679	DOMINE
PF01412	PF01842	DOMINE
PF01412	PF02071	DOMINE
PF01412	PF02826	DOMINE
PF01412	PF04893	DOMINE
PF01412	PF05255	DOMINE
PF01413	PF01413	DOMINE
PF01416	PF01416	DOMINE
PF01416	PF01746	DOMINE
PF01417	PF02545	DOMINE
PF01419	PF01419	DOMINE
PF01423	PF01423	DOMINE
PF01423	PF01585	DOMINE
PF01423	PF01602	DOMINE
PF01423	PF01652	DOMINE
PF01423	PF01749	DOMINE
PF01423	PF01798	DOMINE
PF01423	PF01805	DOMINE
PF01423	PF01912	DOMINE
PF01423	PF01988	DOMINE
PF01423	PF02150	DOMINE
PF01423	PF02184	DOMINE
PF01423	PF02301	DOMINE
PF01423	PF02518	DOMINE
PF01423	PF02732	DOMINE
PF01423	PF02769	DOMINE
PF01423	PF02826	DOMINE
PF01423	PF02854	DOMINE
PF01423	PF02966	DOMINE
PF01423	PF03371	DOMINE
PF01423	PF03435	DOMINE
PF01423	PF03919	DOMINE
PF01423	PF04037	DOMINE
PF01423	PF04046	DOMINE
PF01423	PF04112	DOMINE
PF01423	PF04421	DOMINE
PF01423	PF05026	DOMINE
PF01423	PF05391	DOMINE
PF01423	PF06220	DOMINE
PF01431	PF05649	DOMINE
PF01434	PF06480	DOMINE
PF01436	PF01436	DOMINE
PF01437	PF01437	DOMINE
PF01437	PF01833	DOMINE
PF01442	PF01442	DOMINE
PF01442	PF04711	DOMINE
PF01447	PF02868	DOMINE
PF01447	PF03413	DOMINE
PF01450	PF01450	DOMINE
PF01451	PF01451	DOMINE
PF01451	PF06617	DOMINE
PF01459	PF02374	DOMINE
PF01459	PF03114	DOMINE
PF01462	PF01462	DOMINE
PF01466	PF01813	DOMINE
PF01466	PF02874	DOMINE
PF01466	PF03931	DOMINE
PF01467	PF01467	DOMINE
PF01472	PF01509	DOMINE
PF01473	PF01473	DOMINE
PF01473	PF01510	DOMINE
PF01476	PF01551	DOMINE
PF01479	PF01728	DOMINE
PF01479	PF02363	DOMINE
PF01479	PF06493	DOMINE
PF01484	PF02363	DOMINE
PF01484	PF03165	DOMINE
PF01484	PF03166	DOMINE
PF01484	PF06493	DOMINE
PF01487	PF01487	DOMINE
PF01487	PF01488	DOMINE
PF01487	PF01761	DOMINE
PF01487	PF01817	DOMINE
PF01488	PF01488	DOMINE
PF01490	PF01781	DOMINE
PF01490	PF05669	DOMINE
PF01493	PF01645	DOMINE
PF01493	PF04897	DOMINE
PF01493	PF04898	DOMINE
PF01496	PF01813	DOMINE
PF01496	PF01990	DOMINE
PF01496	PF01991	DOMINE
PF01496	PF01992	DOMINE
PF01496	PF02874	DOMINE
PF01496	PF03179	DOMINE
PF01496	PF03223	DOMINE
PF01496	PF03224	DOMINE
PF01496	PF05669	DOMINE
PF01497	PF01497	DOMINE
PF01500	PF02363	DOMINE
PF01500	PF06493	DOMINE
PF01501	PF01501	DOMINE
PF01501	PF05693	DOMINE
PF01502	PF01503	DOMINE
PF01502	PF01634	DOMINE
PF01507	PF05669	DOMINE
PF01510	PF01510	DOMINE
PF01510	PF01832	DOMINE
PF01513	PF01513	DOMINE
PF01532	PF01532	DOMINE
PF01532	PF03643	DOMINE
PF01536	PF01536	DOMINE
PF01541	PF02151	DOMINE
PF01545	PF01545	DOMINE
PF01548	PF02371	DOMINE
PF01553	PF01842	DOMINE
PF01555	PF01555	DOMINE
PF01556	PF01556	DOMINE
PF01558	PF01855	DOMINE
PF01558	PF02775	DOMINE
PF01564	PF01564	DOMINE
PF01564	PF02045	DOMINE
PF01565	PF02873	DOMINE
PF01565	PF02913	DOMINE
PF01568	PF04879	DOMINE
PF01571	PF01571	DOMINE
PF01571	PF01597	DOMINE
PF01575	PF02801	DOMINE
PF01579	PF03177	DOMINE
PF01582	PF01582	DOMINE
PF01583	PF01583	DOMINE
PF01583	PF01747	DOMINE
PF01583	PF03144	DOMINE
PF01584	PF01627	DOMINE
PF01584	PF01739	DOMINE
PF01584	PF02518	DOMINE
PF01584	PF02895	DOMINE
PF01584	PF03705	DOMINE
PF01588	PF03483	DOMINE
PF01588	PF03484	DOMINE
PF01590	PF01590	DOMINE
PF01590	PF02518	DOMINE
PF01590	PF02896	DOMINE
PF01590	PF02954	DOMINE
PF01590	PF05524	DOMINE
PF01592	PF02887	DOMINE
PF01593	PF01593	DOMINE
PF01597	PF01597	DOMINE
PF01598	PF03134	DOMINE
PF01598	PF03198	DOMINE
PF01598	PF04321	DOMINE
PF01599	PF01655	DOMINE
PF01599	PF01667	DOMINE
PF01599	PF01780	DOMINE
PF01599	PF01907	DOMINE
PF01599	PF01981	DOMINE
PF01599	PF02002	DOMINE
PF01602	PF01602	DOMINE
PF01602	PF01749	DOMINE
PF01602	PF01916	DOMINE
PF01602	PF02883	DOMINE
PF01602	PF04053	DOMINE
PF01602	PF04136	DOMINE
PF01602	PF05008	DOMINE
PF01602	PF05739	DOMINE
PF01607	PF03803	DOMINE
PF01607	PF05387	DOMINE
PF01609	PF01609	DOMINE
PF01609	PF02281	DOMINE
PF01609	PF02914	DOMINE
PF01612	PF02739	DOMINE
PF01618	PF02472	DOMINE
PF01624	PF01624	DOMINE
PF01624	PF02518	DOMINE
PF01624	PF05188	DOMINE
PF01624	PF05190	DOMINE
PF01624	PF05192	DOMINE
PF01624	PF06068	DOMINE
PF01625	PF01625	DOMINE
PF01625	PF01641	DOMINE
PF01625	PF02861	DOMINE
PF01627	PF01627	DOMINE
PF01627	PF02518	DOMINE
PF01627	PF02895	DOMINE
PF01632	PF01649	DOMINE
PF01632	PF01668	DOMINE
PF01632	PF01765	DOMINE
PF01632	PF02912	DOMINE
PF01634	PF01634	DOMINE
PF01642	PF02310	DOMINE
PF01645	PF01645	DOMINE
PF01645	PF04897	DOMINE
PF01645	PF04898	DOMINE
PF01649	PF01668	DOMINE
PF01649	PF01765	DOMINE
PF01649	PF02912	DOMINE
PF01652	PF01652	DOMINE
PF01652	PF01912	DOMINE
PF01652	PF02854	DOMINE
PF01652	PF03194	DOMINE
PF01652	PF07541	DOMINE
PF01652	PF08490	DOMINE
PF01653	PF03119	DOMINE
PF01653	PF03120	DOMINE
PF01655	PF01667	DOMINE
PF01655	PF01780	DOMINE
PF01655	PF01907	DOMINE
PF01655	PF01981	DOMINE
PF01656	PF01656	DOMINE
PF01658	PF02374	DOMINE
PF01661	PF05409	DOMINE
PF01663	PF01663	DOMINE
PF01663	PF03134	DOMINE
PF01667	PF01780	DOMINE
PF01667	PF01907	DOMINE
PF01667	PF01981	DOMINE
PF01668	PF01765	DOMINE
PF01670	PF01670	DOMINE
PF01676	PF06415	DOMINE
PF01678	PF01678	DOMINE
PF01678	PF05173	DOMINE
PF01679	PF04366	DOMINE
PF01680	PF01680	DOMINE
PF01680	PF01749	DOMINE
PF01680	PF07685	DOMINE
PF01683	PF06493	DOMINE
PF01687	PF01687	DOMINE
PF01687	PF06574	DOMINE
PF01702	PF01702	DOMINE
PF01704	PF01704	DOMINE
PF01712	PF01712	DOMINE
PF01715	PF03054	DOMINE
PF01715	PF03147	DOMINE
PF01725	PF05669	DOMINE
PF01728	PF02777	DOMINE
PF01728	PF02832	DOMINE
PF01728	PF04387	DOMINE
PF01729	PF01729	DOMINE
PF01729	PF01749	DOMINE
PF01729	PF02540	DOMINE
PF01729	PF02749	DOMINE
PF01735	PF01735	DOMINE
PF01735	PF01992	DOMINE
PF01738	PF08271	DOMINE
PF01739	PF03705	DOMINE
PF01740	PF01740	DOMINE
PF01740	PF02518	DOMINE
PF01741	PF01741	DOMINE
PF01746	PF01746	DOMINE
PF01747	PF01747	DOMINE
PF01749	PF01749	DOMINE
PF01749	PF01784	DOMINE
PF01749	PF01909	DOMINE
PF01749	PF01916	DOMINE
PF01749	PF02127	DOMINE
PF01749	PF02136	DOMINE
PF01749	PF02800	DOMINE
PF01749	PF02812	DOMINE
PF01749	PF03725	DOMINE
PF01749	PF03727	DOMINE
PF01749	PF03810	DOMINE
PF01749	PF06732	DOMINE
PF01749	PF07992	DOMINE
PF01749	PF08240	DOMINE
PF01749	PF08282	DOMINE
PF01749	PF08506	DOMINE
PF01751	PF01751	DOMINE
PF01751	PF01807	DOMINE
PF01751	PF02518	DOMINE
PF01751	PF02976	DOMINE
PF01756	PF01756	DOMINE
PF01761	PF01761	DOMINE
PF01761	PF01817	DOMINE
PF01764	PF01764	DOMINE
PF01764	PF03893	DOMINE
PF01765	PF08271	DOMINE
PF01776	PF01776	DOMINE
PF01777	PF03947	DOMINE
PF01780	PF01907	DOMINE
PF01780	PF01981	DOMINE
PF01781	PF01793	DOMINE
PF01782	PF02527	DOMINE
PF01784	PF01784	DOMINE
PF01793	PF04366	DOMINE
PF01797	PF04539	DOMINE
PF01797	PF04542	DOMINE
PF01797	PF04545	DOMINE
PF01797	PF04546	DOMINE
PF01799	PF02738	DOMINE
PF01799	PF03450	DOMINE
PF01802	PF01802	DOMINE
PF01804	PF01804	DOMINE
PF01804	PF03992	DOMINE
PF01807	PF02767	DOMINE
PF01807	PF02768	DOMINE
PF01807	PF03120	DOMINE
PF01807	PF03796	DOMINE
PF01808	PF01808	DOMINE
PF01808	PF02142	DOMINE
PF01813	PF01990	DOMINE
PF01813	PF01991	DOMINE
PF01813	PF03223	DOMINE
PF01813	PF03224	DOMINE
PF01813	PF03931	DOMINE
PF01817	PF01817	DOMINE
PF01817	PF01842	DOMINE
PF01818	PF01818	DOMINE
PF01820	PF01820	DOMINE
PF01820	PF02873	DOMINE
PF01820	PF07478	DOMINE
PF01826	PF01826	DOMINE
PF01833	PF01833	DOMINE
PF01833	PF02806	DOMINE
PF01839	PF01839	DOMINE
PF01842	PF01842	DOMINE
PF01842	PF02780	DOMINE
PF01842	PF02826	DOMINE
PF01842	PF03447	DOMINE
PF01845	PF01845	DOMINE
PF01847	PF01847	DOMINE
PF01849	PF01849	DOMINE
PF01853	PF01853	DOMINE
PF01853	PF01992	DOMINE
PF01853	PF03366	DOMINE
PF01853	PF04729	DOMINE
PF01853	PF07904	DOMINE
PF01855	PF02775	DOMINE
PF01855	PF02780	DOMINE
PF01857	PF01858	DOMINE
PF01862	PF01862	DOMINE
PF01866	PF01866	DOMINE
PF01871	PF05669	DOMINE
PF01873	PF02020	DOMINE
PF01873	PF06732	DOMINE
PF01876	PF01900	DOMINE
PF01896	PF01896	DOMINE
PF01896	PF03104	DOMINE
PF01907	PF01981	DOMINE
PF01912	PF01912	DOMINE
PF01912	PF01926	DOMINE
PF01912	PF02826	DOMINE
PF01912	PF04427	DOMINE
PF01912	PF06732	DOMINE
PF01913	PF02007	DOMINE
PF01913	PF02289	DOMINE
PF01913	PF02741	DOMINE
PF01920	PF01920	DOMINE
PF01920	PF01992	DOMINE
PF01920	PF02996	DOMINE
PF01921	PF01921	DOMINE
PF01922	PF02978	DOMINE
PF01926	PF05285	DOMINE
PF01946	PF01946	DOMINE
PF01948	PF01948	DOMINE
PF01948	PF02748	DOMINE
PF01965	PF01965	DOMINE
PF01966	PF02824	DOMINE
PF01966	PF04607	DOMINE
PF01967	PF01967	DOMINE
PF01967	PF02391	DOMINE
PF01967	PF06463	DOMINE
PF01974	PF01974	DOMINE
PF01974	PF02778	DOMINE
PF01979	PF01979	DOMINE
PF01990	PF01991	DOMINE
PF01990	PF01992	DOMINE
PF01990	PF03179	DOMINE
PF01990	PF03223	DOMINE
PF01990	PF03224	DOMINE
PF01990	PF03357	DOMINE
PF01991	PF01992	DOMINE
PF01991	PF03179	DOMINE
PF01991	PF03223	DOMINE
PF01991	PF03224	DOMINE
PF01992	PF02569	DOMINE
PF01992	PF02666	DOMINE
PF01992	PF02874	DOMINE
PF01992	PF03095	DOMINE
PF01992	PF03357	DOMINE
PF01992	PF03381	DOMINE
PF01992	PF03452	DOMINE
PF01992	PF04129	DOMINE
PF01992	PF05997	DOMINE
PF01992	PF06645	DOMINE
PF01992	PF07065	DOMINE
PF01992	PF08302	DOMINE
PF01993	PF01993	DOMINE
PF01993	PF02240	DOMINE
PF01993	PF02241	DOMINE
PF01993	PF02745	DOMINE
PF01993	PF02783	DOMINE
PF01997	PF01997	DOMINE
PF02002	PF02186	DOMINE
PF02002	PF05397	DOMINE
PF02007	PF02289	DOMINE
PF02007	PF02741	DOMINE
PF02012	PF02012	DOMINE
PF02017	PF02017	DOMINE
PF02018	PF02018	DOMINE
PF02020	PF02847	DOMINE
PF02020	PF02854	DOMINE
PF02022	PF02022	DOMINE
PF02022	PF02899	DOMINE
PF02022	PF02914	DOMINE
PF02022	PF05367	DOMINE
PF02022	PF06815	DOMINE
PF02022	PF06817	DOMINE
PF02035	PF02035	DOMINE
PF02037	PF02037	DOMINE
PF02045	PF02045	DOMINE
PF02045	PF04495	DOMINE
PF02050	PF02203	DOMINE
PF02052	PF02052	DOMINE
PF02055	PF02055	DOMINE
PF02064	PF04281	DOMINE
PF02071	PF02150	DOMINE
PF02071	PF05008	DOMINE
PF02071	PF05739	DOMINE
PF02072	PF02072	DOMINE
PF02077	PF04769	DOMINE
PF02078	PF02078	DOMINE
PF02078	PF02750	DOMINE
PF02080	PF02080	DOMINE
PF02080	PF02214	DOMINE
PF02080	PF02254	DOMINE
PF02081	PF07497	DOMINE
PF02081	PF07498	DOMINE
PF02091	PF02091	DOMINE
PF02091	PF02092	DOMINE
PF02098	PF02098	DOMINE
PF02098	PF03973	DOMINE
PF02107	PF02119	DOMINE
PF02109	PF02516	DOMINE
PF02109	PF03345	DOMINE
PF02109	PF04597	DOMINE
PF02109	PF04756	DOMINE
PF02110	PF02110	DOMINE
PF02110	PF02581	DOMINE
PF02126	PF02126	DOMINE
PF02127	PF02127	DOMINE
PF02127	PF03909	DOMINE
PF02127	PF05859	DOMINE
PF02132	PF02565	DOMINE
PF02133	PF02222	DOMINE
PF02134	PF02134	DOMINE
PF02134	PF08271	DOMINE
PF02136	PF04096	DOMINE
PF02142	PF02786	DOMINE
PF02142	PF02787	DOMINE
PF02144	PF02144	DOMINE
PF02150	PF02195	DOMINE
PF02150	PF02580	DOMINE
PF02150	PF03870	DOMINE
PF02150	PF03871	DOMINE
PF02150	PF03876	DOMINE
PF02150	PF04511	DOMINE
PF02150	PF04560	DOMINE
PF02150	PF04561	DOMINE
PF02150	PF04563	DOMINE
PF02150	PF04565	DOMINE
PF02150	PF04566	DOMINE
PF02150	PF04567	DOMINE
PF02150	PF04983	DOMINE
PF02150	PF04997	DOMINE
PF02150	PF04998	DOMINE
PF02150	PF05000	DOMINE
PF02150	PF05158	DOMINE
PF02150	PF05328	DOMINE
PF02150	PF06870	DOMINE
PF02151	PF02151	DOMINE
PF02151	PF02861	DOMINE
PF02152	PF02152	DOMINE
PF02156	PF02156	DOMINE
PF02157	PF02157	DOMINE
PF02178	PF02184	DOMINE
PF02178	PF03148	DOMINE
PF02178	PF04855	DOMINE
PF02179	PF02179	DOMINE
PF02179	PF03959	DOMINE
PF02180	PF02180	DOMINE
PF02185	PF02185	DOMINE
PF02186	PF05397	DOMINE
PF02188	PF02188	DOMINE
PF02188	PF02196	DOMINE
PF02189	PF02189	DOMINE
PF02189	PF02262	DOMINE
PF02189	PF02761	DOMINE
PF02189	PF02762	DOMINE
PF02195	PF02195	DOMINE
PF02196	PF02196	DOMINE
PF02197	PF03832	DOMINE
PF02200	PF04769	DOMINE
PF02201	PF02201	DOMINE
PF02214	PF02214	DOMINE
PF02214	PF02254	DOMINE
PF02219	PF02219	DOMINE
PF02222	PF02222	DOMINE
PF02222	PF03952	DOMINE
PF02223	PF02223	DOMINE
PF02225	PF04253	DOMINE
PF02231	PF02811	DOMINE
PF02233	PF02233	DOMINE
PF02233	PF05222	DOMINE
PF02234	PF02234	DOMINE
PF02236	PF03728	DOMINE
PF02237	PF03099	DOMINE
PF02240	PF02240	DOMINE
PF02240	PF02241	DOMINE
PF02240	PF02745	DOMINE
PF02240	PF02783	DOMINE
PF02241	PF02241	DOMINE
PF02241	PF02745	DOMINE
PF02241	PF02783	DOMINE
PF02249	PF02745	DOMINE
PF02251	PF02252	DOMINE
PF02254	PF02254	DOMINE
PF02255	PF02302	DOMINE
PF02255	PF03609	DOMINE
PF02255	PF03613	DOMINE
PF02255	PF03830	DOMINE
PF02256	PF02906	DOMINE
PF02258	PF02258	DOMINE
PF02261	PF02261	DOMINE
PF02262	PF02262	DOMINE
PF02262	PF02761	DOMINE
PF02262	PF02762	DOMINE
PF02263	PF02841	DOMINE
PF02264	PF02264	DOMINE
PF02268	PF02268	DOMINE
PF02268	PF02270	DOMINE
PF02268	PF02751	DOMINE
PF02268	PF03153	DOMINE
PF02269	PF02291	DOMINE
PF02269	PF03540	DOMINE
PF02269	PF04658	DOMINE
PF02269	PF04719	DOMINE
PF02269	PF05236	DOMINE
PF02270	PF02270	DOMINE
PF02270	PF02751	DOMINE
PF02270	PF03153	DOMINE
PF02271	PF02271	DOMINE
PF02271	PF02320	DOMINE
PF02271	PF05365	DOMINE
PF02281	PF02281	DOMINE
PF02281	PF02914	DOMINE
PF02282	PF02282	DOMINE
PF02289	PF02741	DOMINE
PF02290	PF02290	DOMINE
PF02290	PF02978	DOMINE
PF02290	PF05486	DOMINE
PF02290	PF08492	DOMINE
PF02291	PF02969	DOMINE
PF02291	PF03162	DOMINE
PF02291	PF03540	DOMINE
PF02291	PF04719	DOMINE
PF02291	PF05236	DOMINE
PF02293	PF02472	DOMINE
PF02300	PF02313	DOMINE
PF02301	PF03177	DOMINE
PF02301	PF05557	DOMINE
PF02302	PF02378	DOMINE
PF02302	PF03609	DOMINE
PF02302	PF03613	DOMINE
PF02302	PF03830	DOMINE
PF02305	PF02306	DOMINE
PF02310	PF02574	DOMINE
PF02310	PF02607	DOMINE
PF02310	PF02965	DOMINE
PF02310	PF04055	DOMINE
PF02313	PF02313	DOMINE
PF02315	PF02315	DOMINE
PF02318	PF02318	DOMINE
PF02319	PF02984	DOMINE
PF02319	PF03234	DOMINE
PF02319	PF03775	DOMINE
PF02320	PF02320	DOMINE
PF02320	PF05365	DOMINE
PF02321	PF02321	DOMINE
PF02321	PF02472	DOMINE
PF02329	PF02329	DOMINE
PF02330	PF04729	DOMINE
PF02331	PF02331	DOMINE
PF02348	PF02348	DOMINE
PF02348	PF02350	DOMINE
PF02348	PF03275	DOMINE
PF02350	PF02350	DOMINE
PF02350	PF03275	DOMINE
PF02353	PF02353	DOMINE
PF02359	PF02933	DOMINE
PF02359	PF02996	DOMINE
PF02359	PF03152	DOMINE
PF02359	PF05021	DOMINE
PF02363	PF02363	DOMINE
PF02363	PF06493	DOMINE
PF02368	PF02368	DOMINE
PF02368	PF02369	DOMINE
PF02369	PF02369	DOMINE
PF02374	PF02374	DOMINE
PF02374	PF02845	DOMINE
PF02374	PF02866	DOMINE
PF02374	PF04190	DOMINE
PF02374	PF04420	DOMINE
PF02374	PF04777	DOMINE
PF02374	PF07565	DOMINE
PF02374	PF07994	DOMINE
PF02378	PF02378	DOMINE
PF02381	PF02381	DOMINE
PF02391	PF02391	DOMINE
PF02391	PF03205	DOMINE
PF02401	PF02670	DOMINE
PF02403	PF02403	DOMINE
PF02416	PF02416	DOMINE
PF02420	PF02420	DOMINE
PF02421	PF07664	DOMINE
PF02428	PF02428	DOMINE
PF02429	PF02429	DOMINE
PF02441	PF04127	DOMINE
PF02463	PF02463	DOMINE
PF02463	PF02483	DOMINE
PF02463	PF04423	DOMINE
PF02463	PF05193	DOMINE
PF02463	PF06470	DOMINE
PF02465	PF02561	DOMINE
PF02466	PF02953	DOMINE
PF02466	PF04281	DOMINE
PF02469	PF02469	DOMINE
PF02470	PF02470	DOMINE
PF02470	PF03797	DOMINE
PF02472	PF02472	DOMINE
PF02472	PF06519	DOMINE
PF02478	PF03246	DOMINE
PF02483	PF06470	DOMINE
PF02491	PF02491	DOMINE
PF02491	PF03953	DOMINE
PF02493	PF02493	DOMINE
PF02516	PF03345	DOMINE
PF02516	PF04597	DOMINE
PF02516	PF04756	DOMINE
PF02518	PF02518	DOMINE
PF02518	PF02747	DOMINE
PF02518	PF02895	DOMINE
PF02518	PF05190	DOMINE
PF02518	PF05192	DOMINE
PF02518	PF08156	DOMINE
PF02534	PF02534	DOMINE
PF02540	PF02540	DOMINE
PF02540	PF02749	DOMINE
PF02542	PF02542	DOMINE
PF02545	PF02545	DOMINE
PF02548	PF02548	DOMINE
PF02548	PF02569	DOMINE
PF02548	PF05669	DOMINE
PF02551	PF02551	DOMINE
PF02556	PF02556	DOMINE
PF02556	PF03550	DOMINE
PF02556	PF04052	DOMINE
PF02556	PF05697	DOMINE
PF02560	PF02560	DOMINE
PF02561	PF02561	DOMINE
PF02561	PF05247	DOMINE
PF02566	PF02566	DOMINE
PF02566	PF06652	DOMINE
PF02569	PF02569	DOMINE
PF02570	PF02570	DOMINE
PF02570	PF02572	DOMINE
PF02572	PF02572	DOMINE
PF02574	PF02607	DOMINE
PF02574	PF02965	DOMINE
PF02575	PF02575	DOMINE
PF02581	PF02581	DOMINE
PF02597	PF02597	DOMINE
PF02602	PF02602	DOMINE
PF02602	PF03900	DOMINE
PF02602	PF06969	DOMINE
PF02603	PF02603	DOMINE
PF02603	PF07475	DOMINE
PF02606	PF02684	DOMINE
PF02606	PF03331	DOMINE
PF02607	PF02607	DOMINE
PF02607	PF02965	DOMINE
PF02614	PF02614	DOMINE
PF02617	PF02617	DOMINE
PF02617	PF03588	DOMINE
PF02627	PF02627	DOMINE
PF02630	PF02630	DOMINE
PF02637	PF02938	DOMINE
PF02637	PF03950	DOMINE
PF02664	PF02664	DOMINE
PF02668	PF02668	DOMINE
PF02669	PF03814	DOMINE
PF02670	PF02670	DOMINE
PF02678	PF05726	DOMINE
PF02684	PF03331	DOMINE
PF02689	PF03324	DOMINE
PF02691	PF03797	DOMINE
PF02696	PF03079	DOMINE
PF02710	PF02710	DOMINE
PF02710	PF03996	DOMINE
PF02727	PF02728	DOMINE
PF02733	PF02733	DOMINE
PF02733	PF02734	DOMINE
PF02734	PF02734	DOMINE
PF02735	PF02735	DOMINE
PF02735	PF02786	DOMINE
PF02735	PF03730	DOMINE
PF02735	PF03731	DOMINE
PF02737	PF02737	DOMINE
PF02737	PF03405	DOMINE
PF02738	PF02738	DOMINE
PF02738	PF03450	DOMINE
PF02740	PF02740	DOMINE
PF02742	PF04023	DOMINE
PF02744	PF02744	DOMINE
PF02745	PF02745	DOMINE
PF02745	PF02783	DOMINE
PF02747	PF02747	DOMINE
PF02747	PF08542	DOMINE
PF02748	PF02748	DOMINE
PF02749	PF02749	DOMINE
PF02750	PF02750	DOMINE
PF02751	PF02751	DOMINE
PF02751	PF03153	DOMINE
PF02753	PF02753	DOMINE
PF02758	PF02758	DOMINE
PF02761	PF02761	DOMINE
PF02761	PF02762	DOMINE
PF02762	PF02762	DOMINE
PF02767	PF02768	DOMINE
PF02767	PF03120	DOMINE
PF02767	PF03796	DOMINE
PF02768	PF03120	DOMINE
PF02768	PF03796	DOMINE
PF02769	PF02769	DOMINE
PF02770	PF02770	DOMINE
PF02770	PF02771	DOMINE
PF02772	PF02773	DOMINE
PF02772	PF04715	DOMINE
PF02774	PF02774	DOMINE
PF02775	PF02776	DOMINE
PF02777	PF02777	DOMINE
PF02777	PF03719	DOMINE
PF02778	PF02778	DOMINE
PF02779	PF02779	DOMINE
PF02779	PF02780	DOMINE
PF02779	PF02817	DOMINE
PF02779	PF02852	DOMINE
PF02779	PF07992	DOMINE
